"What is your name",TIME_STAMP,"Submitted By",Latitude,Longitude,City,"Switched Tab ( Times )"
"balakwshik B","February 14, 2021 08:36:09 AM ",,11.219400405883789,78.1677017211914,Nāmakkal,0
"balakwshik B","February 14, 2021 08:36:22 AM ",,11.219400405883789,78.1677017211914,Nāmakkal,0
